   n-point          exact    Gauss-Laguerre absolute error
 
         2       6.493939      6.293324   0.308928E-01
         4       6.493939      6.436721   0.881103E-02
         6       6.493939      6.470144   0.366426E-02
         8       6.493939      6.481817   0.186677E-02
        10       6.493939      6.486946   0.107684E-02
