 
 Input Matrix
   1.000  -4.000   2.000
  -4.000   1.000  -2.000
   2.000  -2.000  -2.000
 
 Eigenvalues
  -3.000  -3.000   6.000
 
 Eigenvectors (columns)
  -0.294   0.685  -0.667
   0.176   0.724   0.667
   0.940   0.079  -0.333
