 #                Euler method to solve the differential equation
 #              step size h =  0.88
 #                         
 #           x                        y               exact               error
 #                         
            0.000000            0.000000            0.000000            0.000000
           -0.875000           -1.750000           -0.826226            1.118064
           -1.750000           -0.437500           -0.969803            0.548877
            0.000000            0.000000            0.000000            0.000000
            0.875000            1.750000            4.754603            0.631936
            1.750000            6.562500           32.115452            0.795659
