       0.00     10.60
       5.00     34.61
      10.00     37.81
      15.00     31.36
      20.00     22.62
      25.00     16.00
      30.00     13.67
      35.00     16.22
      40.00     23.12
      45.00     33.21
      50.00     45.00
      55.00     56.97
      60.00     67.72
      65.00     76.16
      70.00     81.54
      75.00     83.50
      80.00     82.06
      85.00     77.56
      90.00     70.64
      95.00     62.09
     100.00     52.80
     105.00     43.63
     110.00     35.33
     115.00     28.46
     120.00     23.32
     125.00     19.90
     130.00     17.89
     135.00     16.73
     140.00     15.65
     145.00     13.88
     150.00     10.80
     155.00      6.24
     160.00      0.86
     165.00     -3.46
     170.00     -3.04
     175.00      8.25
     180.00     39.68
     185.00    104.57
     190.00    221.26
     195.00    414.25
     200.00    715.40
