
      #t(days)          N(t)     N(t) True         error
  0.795000E-01  0.603335E+01  0.606144E+01  0.463510E-02
  0.796000E-01  0.602846E+01  0.605649E+01  0.462778E-02
  0.797000E-01  0.602359E+01  0.605155E+01  0.462047E-02
  0.798000E-01  0.601873E+01  0.604662E+01  0.461318E-02
  0.799000E-01  0.601388E+01  0.604170E+01  0.460591E-02
  0.800000E-01  0.600904E+01  0.603680E+01  0.459865E-02
  0.801000E-01  0.600422E+01  0.603191E+01  0.459141E-02
  0.802000E-01  0.599941E+01  0.602703E+01  0.458419E-02
  0.803000E-01  0.599461E+01  0.602217E+01  0.457699E-02
  0.804000E-01  0.598982E+01  0.601732E+01  0.456980E-02
  0.805000E-01  0.598505E+01  0.601248E+01  0.456263E-02
  0.806000E-01  0.598029E+01  0.600765E+01  0.455547E-02
  0.807000E-01  0.597554E+01  0.600284E+01  0.454833E-02
  0.808000E-01  0.597080E+01  0.599804E+01  0.454121E-02
  0.809000E-01  0.596608E+01  0.599325E+01  0.453410E-02
  0.810000E-01  0.596136E+01  0.598847E+01  0.452701E-02
  0.811000E-01  0.595666E+01  0.598371E+01  0.451993E-02
  0.812000E-01  0.595198E+01  0.597896E+01  0.451287E-02
  0.813000E-01  0.594730E+01  0.597422E+01  0.450583E-02
  0.814000E-01  0.594264E+01  0.596949E+01  0.449880E-02
  0.815000E-01  0.593799E+01  0.596478E+01  0.449179E-02
  0.816000E-01  0.593335E+01  0.596008E+01  0.448480E-02
  0.817000E-01  0.592872E+01  0.595538E+01  0.447782E-02
  0.818000E-01  0.592410E+01  0.595071E+01  0.447085E-02
  0.819000E-01  0.591950E+01  0.594604E+01  0.446391E-02
  0.820000E-01  0.591490E+01  0.594138E+01  0.445697E-02
  0.821000E-01  0.591032E+01  0.593674E+01  0.445006E-02
  0.822000E-01  0.590575E+01  0.593211E+01  0.444316E-02
  0.823000E-01  0.590120E+01  0.592749E+01  0.443627E-02
  0.824000E-01  0.589665E+01  0.592289E+01  0.442940E-02
  0.825000E-01  0.589212E+01  0.591829E+01  0.442255E-02
  0.826000E-01  0.588759E+01  0.591371E+01  0.441571E-02
  0.827000E-01  0.588308E+01  0.590913E+01  0.440888E-02
  0.828000E-01  0.587858E+01  0.590457E+01  0.440208E-02
  0.829000E-01  0.587409E+01  0.590002E+01  0.439528E-02
  0.830000E-01  0.586961E+01  0.589549E+01  0.438850E-02
  0.831000E-01  0.586515E+01  0.589096E+01  0.438174E-02
  0.832000E-01  0.586069E+01  0.588645E+01  0.437499E-02
  0.833000E-01  0.585625E+01  0.588194E+01  0.436826E-02
  0.834000E-01  0.585182E+01  0.587745E+01  0.436154E-02
  0.835000E-01  0.584740E+01  0.587297E+01  0.435484E-02
  0.836000E-01  0.584299E+01  0.586850E+01  0.434815E-02
  0.837000E-01  0.583859E+01  0.586405E+01  0.434148E-02
  0.838000E-01  0.583420E+01  0.585960E+01  0.433482E-02
  0.839000E-01  0.582982E+01  0.585516E+01  0.432817E-02
  0.840000E-01  0.582546E+01  0.585074E+01  0.432154E-02
  0.841000E-01  0.582110E+01  0.584633E+01  0.431493E-02
  0.842000E-01  0.581676E+01  0.584192E+01  0.430833E-02
  0.843000E-01  0.581242E+01  0.583753E+01  0.430174E-02
  0.844000E-01  0.580810E+01  0.583315E+01  0.429517E-02
  0.845000E-01  0.580379E+01  0.582878E+01  0.428862E-02
  0.846000E-01  0.579949E+01  0.582443E+01  0.428207E-02
  0.847000E-01  0.579520E+01  0.582008E+01  0.427555E-02
  0.848000E-01  0.579092E+01  0.581574E+01  0.426903E-02
  0.849000E-01  0.578665E+01  0.581142E+01  0.426253E-02
  0.850000E-01  0.578239E+01  0.580710E+01  0.425605E-02
  0.851000E-01  0.577814E+01  0.580280E+01  0.424958E-02
  0.852000E-01  0.577390E+01  0.579850E+01  0.424312E-02
  0.853000E-01  0.576967E+01  0.579422E+01  0.423668E-02
  0.854000E-01  0.576546E+01  0.578995E+01  0.423025E-02
  0.855000E-01  0.576125E+01  0.578569E+01  0.422383E-02
  0.856000E-01  0.575705E+01  0.578144E+01  0.421743E-02
  0.857000E-01  0.575287E+01  0.577719E+01  0.421105E-02
  0.858000E-01  0.574869E+01  0.577296E+01  0.420467E-02
  0.859000E-01  0.574453E+01  0.576874E+01  0.419831E-02
  0.860000E-01  0.574037E+01  0.576453E+01  0.419197E-02
  0.861000E-01  0.573622E+01  0.576034E+01  0.418564E-02
  0.862000E-01  0.573209E+01  0.575615E+01  0.417932E-02
  0.863000E-01  0.572796E+01  0.575197E+01  0.417301E-02
  0.864000E-01  0.572385E+01  0.574780E+01  0.416672E-02
  0.865000E-01  0.571975E+01  0.574364E+01  0.416045E-02
  0.866000E-01  0.571565E+01  0.573949E+01  0.415418E-02
  0.867000E-01  0.571157E+01  0.573536E+01  0.414793E-02
  0.868000E-01  0.570749E+01  0.573123E+01  0.414169E-02
  0.869000E-01  0.570343E+01  0.572711E+01  0.413547E-02
  0.870000E-01  0.569937E+01  0.572300E+01  0.412926E-02
  0.871000E-01  0.569532E+01  0.571890E+01  0.412306E-02
  0.872000E-01  0.569129E+01  0.571482E+01  0.411688E-02
  0.873000E-01  0.568726E+01  0.571074E+01  0.411071E-02
  0.874000E-01  0.568325E+01  0.570667E+01  0.410455E-02
  0.875000E-01  0.567924E+01  0.570261E+01  0.409841E-02
  0.876000E-01  0.567524E+01  0.569856E+01  0.409228E-02
  0.877000E-01  0.567126E+01  0.569452E+01  0.408616E-02
  0.878000E-01  0.566728E+01  0.569050E+01  0.408005E-02
  0.879000E-01  0.566331E+01  0.568648E+01  0.407396E-02
  0.880000E-01  0.565935E+01  0.568247E+01  0.406788E-02
  0.881000E-01  0.565540E+01  0.567847E+01  0.406182E-02
  0.882000E-01  0.565146E+01  0.567448E+01  0.405576E-02
  0.883000E-01  0.564753E+01  0.567050E+01  0.404972E-02
  0.884000E-01  0.564361E+01  0.566653E+01  0.404370E-02
  0.885000E-01  0.563970E+01  0.566256E+01  0.403768E-02
  0.886000E-01  0.563580E+01  0.565861E+01  0.403168E-02
  0.887000E-01  0.563190E+01  0.565467E+01  0.402569E-02
  0.888000E-01  0.562802E+01  0.565074E+01  0.401971E-02
  0.889000E-01  0.562415E+01  0.564681E+01  0.401375E-02
  0.890000E-01  0.562028E+01  0.564290E+01  0.400780E-02
  0.891000E-01  0.561643E+01  0.563899E+01  0.400186E-02
  0.892000E-01  0.561258E+01  0.563510E+01  0.399593E-02
  0.893000E-01  0.560874E+01  0.563121E+01  0.399002E-02
  0.894000E-01  0.560491E+01  0.562733E+01  0.398411E-02
  0.895000E-01  0.560109E+01  0.562346E+01  0.397822E-02
  0.896000E-01  0.559728E+01  0.561961E+01  0.397235E-02
  0.897000E-01  0.559348E+01  0.561576E+01  0.396648E-02
  0.898000E-01  0.558969E+01  0.561191E+01  0.396063E-02
  0.899000E-01  0.558590E+01  0.560808E+01  0.395479E-02
  0.900000E-01  0.558213E+01  0.560426E+01  0.394896E-02
  0.901000E-01  0.557836E+01  0.560045E+01  0.394314E-02
  0.902000E-01  0.557461E+01  0.559664E+01  0.393734E-02
  0.903000E-01  0.557086E+01  0.559285E+01  0.393155E-02
  0.904000E-01  0.556712E+01  0.558906E+01  0.392577E-02
  0.905000E-01  0.556339E+01  0.558528E+01  0.392000E-02
  0.906000E-01  0.555967E+01  0.558151E+01  0.391424E-02
  0.907000E-01  0.555595E+01  0.557775E+01  0.390850E-02
  0.908000E-01  0.555225E+01  0.557400E+01  0.390277E-02
  0.909000E-01  0.554855E+01  0.557026E+01  0.389704E-02
  0.910000E-01  0.554486E+01  0.556653E+01  0.389134E-02
  0.911000E-01  0.554119E+01  0.556280E+01  0.388564E-02
  0.912000E-01  0.553752E+01  0.555908E+01  0.387995E-02
  0.913000E-01  0.553385E+01  0.555538E+01  0.387428E-02
  0.914000E-01  0.553020E+01  0.555168E+01  0.386862E-02
  0.915000E-01  0.552656E+01  0.554799E+01  0.386297E-02
  0.916000E-01  0.552292E+01  0.554431E+01  0.385733E-02
  0.917000E-01  0.551929E+01  0.554063E+01  0.385170E-02
  0.918000E-01  0.551567E+01  0.553697E+01  0.384609E-02
  0.919000E-01  0.551206E+01  0.553331E+01  0.384048E-02
  0.920000E-01  0.550846E+01  0.552966E+01  0.383489E-02
  0.921000E-01  0.550486E+01  0.552603E+01  0.382931E-02
  0.922000E-01  0.550128E+01  0.552239E+01  0.382374E-02
  0.923000E-01  0.549770E+01  0.551877E+01  0.381818E-02
  0.924000E-01  0.549413E+01  0.551516E+01  0.381263E-02
  0.925000E-01  0.549057E+01  0.551155E+01  0.380710E-02
  0.926000E-01  0.548702E+01  0.550795E+01  0.380157E-02
  0.927000E-01  0.548347E+01  0.550437E+01  0.379606E-02
  0.928000E-01  0.547993E+01  0.550078E+01  0.379056E-02
  0.929000E-01  0.547640E+01  0.549721E+01  0.378507E-02
  0.930000E-01  0.547288E+01  0.549365E+01  0.377959E-02
  0.931000E-01  0.546937E+01  0.549009E+01  0.377412E-02
  0.932000E-01  0.546587E+01  0.548654E+01  0.376866E-02
  0.933000E-01  0.546237E+01  0.548300E+01  0.376322E-02
  0.934000E-01  0.545888E+01  0.547947E+01  0.375778E-02
  0.935000E-01  0.545540E+01  0.547595E+01  0.375236E-02
  0.936000E-01  0.545193E+01  0.547243E+01  0.374694E-02
  0.937000E-01  0.544846E+01  0.546892E+01  0.374154E-02
  0.938000E-01  0.544500E+01  0.546542E+01  0.373615E-02
  0.939000E-01  0.544155E+01  0.546193E+01  0.373077E-02
  0.940000E-01  0.543811E+01  0.545845E+01  0.372540E-02
  0.941000E-01  0.543468E+01  0.545497E+01  0.372004E-02
  0.942000E-01  0.543125E+01  0.545150E+01  0.371469E-02
  0.943000E-01  0.542783E+01  0.544804E+01  0.370935E-02
  0.944000E-01  0.542442E+01  0.544459E+01  0.370402E-02
  0.945000E-01  0.542102E+01  0.544115E+01  0.369871E-02
  0.946000E-01  0.541763E+01  0.543771E+01  0.369340E-02
  0.947000E-01  0.541424E+01  0.543428E+01  0.368810E-02
  0.948000E-01  0.541086E+01  0.543086E+01  0.368282E-02
  0.949000E-01  0.540749E+01  0.542745E+01  0.367755E-02
  0.950000E-01  0.540412E+01  0.542404E+01  0.367228E-02
  0.951000E-01  0.540076E+01  0.542064E+01  0.366703E-02
  0.952000E-01  0.539741E+01  0.541725E+01  0.366179E-02
  0.953000E-01  0.539407E+01  0.541387E+01  0.365655E-02
  0.954000E-01  0.539074E+01  0.541049E+01  0.365133E-02
  0.955000E-01  0.538741E+01  0.540712E+01  0.364612E-02
  0.956000E-01  0.538409E+01  0.540376E+01  0.364092E-02
  0.957000E-01  0.538078E+01  0.540041E+01  0.363573E-02
  0.958000E-01  0.537747E+01  0.539707E+01  0.363055E-02
  0.959000E-01  0.537417E+01  0.539373E+01  0.362538E-02
  0.960000E-01  0.537088E+01  0.539040E+01  0.362022E-02
  0.961000E-01  0.536760E+01  0.538708E+01  0.361507E-02
  0.962000E-01  0.536433E+01  0.538376E+01  0.360993E-02
  0.963000E-01  0.536106E+01  0.538045E+01  0.360480E-02
  0.964000E-01  0.535780E+01  0.537715E+01  0.359968E-02
  0.965000E-01  0.535454E+01  0.537386E+01  0.359457E-02
  0.966000E-01  0.535130E+01  0.537057E+01  0.358947E-02
  0.967000E-01  0.534806E+01  0.536729E+01  0.358438E-02
  0.968000E-01  0.534482E+01  0.536402E+01  0.357930E-02
  0.969000E-01  0.534160E+01  0.536076E+01  0.357423E-02
  0.970000E-01  0.533838E+01  0.535750E+01  0.356917E-02
  0.971000E-01  0.533517E+01  0.535425E+01  0.356412E-02
  0.972000E-01  0.533196E+01  0.535101E+01  0.355908E-02
  0.973000E-01  0.532877E+01  0.534777E+01  0.355405E-02
  0.974000E-01  0.532558E+01  0.534455E+01  0.354903E-02
  0.975000E-01  0.532239E+01  0.534132E+01  0.354402E-02
  0.976000E-01  0.531922E+01  0.533811E+01  0.353902E-02
  0.977000E-01  0.531605E+01  0.533490E+01  0.353403E-02
  0.978000E-01  0.531289E+01  0.533170E+01  0.352904E-02
  0.979000E-01  0.530973E+01  0.532851E+01  0.352407E-02
  0.980000E-01  0.530658E+01  0.532532E+01  0.351911E-02
  0.981000E-01  0.530344E+01  0.532215E+01  0.351416E-02
  0.982000E-01  0.530031E+01  0.531897E+01  0.350922E-02
  0.983000E-01  0.529718E+01  0.531581E+01  0.350428E-02
  0.984000E-01  0.529406E+01  0.531265E+01  0.349936E-02
  0.985000E-01  0.529095E+01  0.530950E+01  0.349444E-02
  0.986000E-01  0.528784E+01  0.530636E+01  0.348954E-02
  0.987000E-01  0.528474E+01  0.530322E+01  0.348464E-02
  0.988000E-01  0.528164E+01  0.530009E+01  0.347976E-02
  0.989000E-01  0.527856E+01  0.529696E+01  0.347488E-02
  0.990000E-01  0.527548E+01  0.529385E+01  0.347002E-02
  0.991000E-01  0.527240E+01  0.529074E+01  0.346516E-02
  0.992000E-01  0.526934E+01  0.528763E+01  0.346031E-02
  0.993000E-01  0.526628E+01  0.528454E+01  0.345547E-02
  0.994000E-01  0.526322E+01  0.528145E+01  0.345064E-02
  0.995000E-01  0.526017E+01  0.527836E+01  0.344582E-02
  0.996000E-01  0.525713E+01  0.527529E+01  0.344101E-02
  0.997000E-01  0.525410E+01  0.527222E+01  0.343621E-02
  0.998000E-01  0.525107E+01  0.526915E+01  0.343142E-02
  0.999000E-01  0.524805E+01  0.526610E+01  0.342663E-02
