   0     -4.00 -0.142538E-02
   0     -3.90 -0.206292E-02
   0     -3.80 -0.295396E-02
   0     -3.70 -0.418488E-02
   0     -3.60 -0.586546E-02
   0     -3.50 -0.813283E-02
   0     -3.40 -0.111554E-01
   0     -3.30 -0.151359E-01
   0     -3.20 -0.203137E-01
   0     -3.10 -0.269652E-01
   0     -3.00 -0.354017E-01
   0     -2.90 -0.459639E-01
   0     -2.80 -0.590135E-01
   0     -2.70 -0.749183E-01
   0     -2.60 -0.940341E-01
   0     -2.50 -0.116680E+00
   0     -2.40 -0.143110E+00
   0     -2.30 -0.173479E+00
   0     -2.20 -0.207806E+00
   0     -2.10 -0.245939E+00
   0     -2.00 -0.287520E+00
   0     -1.90 -0.331955E+00
   0     -1.80 -0.378393E+00
   0     -1.70 -0.425717E+00
   0     -1.60 -0.472553E+00
   0     -1.50 -0.517294E+00
   0     -1.40 -0.558145E+00
   0     -1.30 -0.593188E+00
   0     -1.20 -0.620464E+00
   0     -1.10 -0.638075E+00
   0     -1.00 -0.644288E+00
   0     -0.90 -0.637648E+00
   0     -0.80 -0.617083E+00
   0     -0.70 -0.582001E+00
   0     -0.60 -0.532360E+00
   0     -0.50 -0.468717E+00
   0     -0.40 -0.392233E+00
   0     -0.30 -0.304653E+00
   0     -0.20 -0.208244E+00
   0     -0.10 -0.105695E+00
   0      0.00  0.256506E-14
   0      0.10  0.105695E+00
   0      0.20  0.208244E+00
   0      0.30  0.304653E+00
   0      0.40  0.392233E+00
   0      0.50  0.468717E+00
   0      0.60  0.532360E+00
   0      0.70  0.582001E+00
   0      0.80  0.617083E+00
   0      0.90  0.637648E+00
   0      1.00  0.644288E+00
   0      1.10  0.638075E+00
   0      1.20  0.620464E+00
   0      1.30  0.593188E+00
   0      1.40  0.558145E+00
   0      1.50  0.517294E+00
   0      1.60  0.472553E+00
   0      1.70  0.425717E+00
   0      1.80  0.378393E+00
   0      1.90  0.331955E+00
   0      2.00  0.287520E+00
   0      2.10  0.245939E+00
   0      2.20  0.207806E+00
   0      2.30  0.173479E+00
   0      2.40  0.143110E+00
   0      2.50  0.116680E+00
   0      2.60  0.940341E-01
   0      2.70  0.749183E-01
   0      2.80  0.590135E-01
   0      2.90  0.459639E-01
   0      3.00  0.354017E-01
   0      3.10  0.269652E-01
   0      3.20  0.203137E-01
   0      3.30  0.151359E-01
   0      3.40  0.111554E-01
   0      3.50  0.813283E-02
   0      3.60  0.586546E-02
   0      3.70  0.418488E-02
   0      3.80  0.295396E-02
   0      3.90  0.206292E-02
   0      4.00  0.142538E-02
