 300   6107.77
 301   6107.77
 302   6107.77
 303   6107.77
 304   6107.77
 305   6107.77
 306   6107.77
 307   6107.77
 308   6107.77
 309   6107.77
 310   6107.77
 311   6107.77
 312   6107.77
 313   6107.77
 314   6107.77
 315   6107.77
 316   6107.77
 317   6107.77
 318   6107.77
 319   6107.77
 320   6107.77
 321   6107.77
 322   6107.77
 323   6107.77
 324   6107.77
 325   6107.77
 326   6107.77
 327   6107.77
 328   6107.77
 329   6107.77
 330   6107.77
 331   6107.77
 332   6107.77
 333   6107.77
 334   6107.77
 335   6107.77
 336   6107.77
 337   6107.77
 338   6107.77
 339   6107.77
 340   6107.77
 341   6107.77
 342   6107.77
 343   6107.77
 344   6107.77
 345   6107.77
 346   6107.77
 347   6107.77
 348   6107.77
 349   6107.77
 350   6107.77
 351   6107.77
 352   6107.77
 353   6107.77
 354   6107.77
 355   6107.77
 356   6107.77
 357   6107.77
 358   6107.77
 359   6107.77
 360   6107.77
 361   6107.77
 362   6107.77
 363   6107.77
 364   6107.77
 365   6107.77
 366   6107.77
 367   6107.77
 368   6107.78
 369   6107.78
 370   6107.78
 371   6107.78
 372   6107.78
 373   6107.78
 374   6107.78
 375   6107.78
 376   6107.78
 377   6107.78
 378   6107.78
 379   6107.78
 380   6107.78
 381   6107.78
 382   6107.78
 383   6107.78
 384   6107.78
 385   6107.78
 386   6107.78
 387   6107.78
 388   6107.78
 389   6107.78
 390   6107.78
 391   6107.78
 392   6107.78
 393   6107.78
 394   6107.78
 395   6107.78
 396   6107.78
 397   6107.78
 398   6107.78
 399   6107.78
 400   6107.78
