 -49      0.018547
 -48      0.040792
 -47      0.000000
 -46      0.021071
 -45      0.022978
 -44      0.000000
 -43      0.017889
 -42      0.030919
 -41      0.040447
 -40      0.016125
 -39      0.033586
 -38      0.048249
 -37      0.059599
 -36      0.090863
 -35      0.084758
 -34      0.119264
 -33      0.084119
 -32      0.110490
 -31      0.122654
 -30      0.145630
 -29      0.153193
 -28      0.196163
 -27      0.245650
 -26      0.273430
 -25      0.302913
 -24      0.359138
 -23      0.423689
 -22      0.421341
 -21      0.497108
 -20      0.585826
 -19      0.640106
 -18      0.708793
 -17      0.797032
 -16      0.897595
 -15      0.990563
 -14      1.100209
 -13      1.184885
 -12      1.278069
 -11      1.401268
 -10      1.467354
  -9      1.624111
  -8      1.736022
  -7      1.847833
  -6      1.942978
  -5      2.090961
  -4      2.166537
  -3      2.237320
  -2      2.352479
  -1      2.427567
   0      2.415516
   1      2.312231
   2      2.225947
   3      2.126222
   4      2.037013
   5      1.946102
   6      1.777757
   7      1.662538
   8      1.512253
   9      1.451638
  10      1.323832
  11      1.202888
  12      1.119654
  13      1.039625
  14      0.944405
  15      0.837656
  16      0.738664
  17      0.661450
  18      0.548708
  19      0.499480
  20      0.491243
  21      0.369632
  22      0.348511
  23      0.334311
  24      0.292609
  25      0.205368
  26      0.225504
  27      0.174620
  28      0.213841
  29      0.100479
  30      0.116499
  31      0.102937
  32      0.085510
  33      0.066453
  34      0.064281
  35      0.056249
  36      0.035043
  37      0.031305
  38      0.000000
  39      0.000000
  40      0.020785
  41      0.000000
  42      0.000000
  43      0.000000
  44      0.000000
  45      0.000000
  46      0.000000
  47      0.000000
  48      0.000000
  49      0.000000
  50      0.000000
