              #h    forward_diff       rel_error    central_diff       rel_error   extrapol_diff       rel_error
    0.100000E+00    0.130986E+01    0.171573E+00    0.163692E+01    0.100000E+01    0.157948E+01    0.104662E-02
    0.800000E-01    0.135045E+01    0.145898E+00    0.161521E+01    0.100000E+01    0.158051E+01    0.396344E-03
    0.640000E-01    0.138658E+01    0.123047E+00    0.160234E+01    0.100000E+01    0.158089E+01    0.155307E-03
    0.512000E-01    0.141829E+01    0.102992E+00    0.159448E+01    0.100000E+01    0.158104E+01    0.612150E-04
    0.409600E-01    0.144577E+01    0.856166E-01    0.158958E+01    0.100000E+01    0.158110E+01    0.247240E-04
    0.327680E-01    0.146929E+01    0.707396E-01    0.158651E+01    0.100000E+01    0.158112E+01    0.109268E-04
    0.262144E-01    0.148922E+01    0.581371E-01    0.158456E+01    0.100000E+01    0.158113E+01    0.451827E-05
    0.209715E-01    0.150594E+01    0.475608E-01    0.158332E+01    0.100000E+01    0.158114E+01    0.187946E-05
    0.167772E-01    0.151986E+01    0.387550E-01    0.158254E+01    0.100000E+01    0.158114E+01    0.673146E-06
    0.134218E-01    0.153137E+01    0.314747E-01    0.158203E+01    0.100000E+01    0.158114E+01    0.156194E-06
    0.107374E-01    0.154083E+01    0.254926E-01    0.158171E+01    0.100000E+01    0.158114E+01    0.157788E-05
    0.858993E-02    0.154857E+01    0.206002E-01    0.158151E+01    0.100000E+01    0.158114E+01    0.187946E-05
    0.687195E-02    0.155487E+01    0.166127E-01    0.158137E+01    0.100000E+01    0.158113E+01    0.481985E-05
    0.549756E-02    0.155999E+01    0.133769E-01    0.158129E+01    0.100000E+01    0.158113E+01    0.662932E-05
    0.439805E-02    0.156412E+01    0.107608E-01    0.158123E+01    0.100000E+01    0.158114E+01    0.233183E-05
    0.351844E-02    0.156748E+01    0.864051E-02    0.158120E+01    0.100000E+01    0.158114E+01    0.226724E-05
    0.281475E-02    0.157017E+01    0.693961E-02    0.158119E+01    0.100000E+01    0.158112E+01    0.133394E-04
    0.225180E-02    0.157233E+01    0.557030E-02    0.158117E+01    0.100000E+01    0.158114E+01    0.112551E-05
    0.180144E-02    0.157408E+01    0.446750E-02    0.158116E+01    0.100000E+01    0.158113E+01    0.323656E-05
    0.144115E-02    0.157549E+01    0.357287E-02    0.158116E+01    0.100000E+01    0.158116E+01    0.107114E-04
    0.115292E-02    0.157661E+01    0.286665E-02    0.158116E+01    0.100000E+01    0.158116E+01    0.107114E-04
    0.922337E-03    0.157752E+01    0.228626E-02    0.158114E+01    0.100000E+01    0.158123E+01    0.570037E-04
    0.737870E-03    0.157823E+01    0.184181E-02    0.158118E+01    0.100000E+01    0.158107E+01    0.451559E-04
    0.590296E-03    0.157883E+01    0.145865E-02    0.158110E+01    0.100000E+01    0.158117E+01    0.208143E-04
    0.472237E-03    0.157930E+01    0.116333E-02    0.158113E+01    0.100000E+01    0.158113E+01    0.579998E-05
    0.377789E-03    0.157969E+01    0.913777E-03    0.158111E+01    0.100000E+01    0.158122E+01    0.507460E-04
    0.302231E-03    0.157999E+01    0.726723E-03    0.158107E+01    0.100000E+01    0.158107E+01    0.407077E-04
    0.241785E-03    0.158019E+01    0.602020E-03    0.158117E+01    0.100000E+01    0.158117E+01    0.216436E-04
    0.193428E-03    0.158034E+01    0.504535E-03    0.158111E+01    0.100000E+01    0.158111E+01    0.173353E-04
    0.154743E-03    0.158061E+01    0.333993E-03    0.158119E+01    0.100000E+01    0.158067E+01    0.293430E-03
    0.123794E-03    0.158071E+01    0.273074E-03    0.158119E+01    0.100000E+01    0.158119E+01    0.314449E-04
    0.990352E-04    0.158077E+01    0.234999E-03    0.158107E+01    0.100000E+01    0.158107E+01    0.447036E-04
    0.792282E-04    0.158099E+01    0.922776E-04    0.158137E+01    0.100000E+01    0.158137E+01    0.145668E-03
    0.633825E-04    0.158080E+01    0.211175E-03    0.158175E+01    0.100000E+01    0.158175E+01    0.383538E-03
    0.507060E-04    0.158104E+01    0.624967E-04    0.158104E+01    0.100000E+01    0.158104E+01    0.624967E-04
    0.405648E-04    0.158104E+01    0.624967E-04    0.158104E+01    0.100000E+01    0.158104E+01    0.624967E-04
    0.324519E-04    0.158141E+01    0.169794E-03    0.158141E+01    0.100000E+01    0.158141E+01    0.169794E-03
    0.259615E-04    0.158072E+01    0.265836E-03    0.158072E+01    0.100000E+01    0.157919E+01    0.123390E-02
    0.207692E-04    0.158129E+01    0.971136E-04    0.158129E+01    0.100000E+01    0.158129E+01    0.971136E-04
    0.166154E-04    0.158201E+01    0.550838E-03    0.158201E+01    0.100000E+01    0.158201E+01    0.550838E-03
    0.132923E-04    0.158066E+01    0.299990E-03    0.158066E+01    0.100000E+01    0.157768E+01    0.219066E-02
    0.106338E-04    0.158066E+01    0.299990E-03    0.158066E+01    0.100000E+01    0.158066E+01    0.299990E-03
    0.850706E-05    0.158347E+01    0.147254E-02    0.158347E+01    0.100000E+01    0.158347E+01    0.147254E-02
    0.680565E-05    0.158084E+01    0.189160E-03    0.158084E+01    0.100000E+01    0.157500E+01    0.388191E-02
    0.544452E-05    0.158193E+01    0.503264E-03    0.157646E+01    0.100000E+01    0.157646E+01    0.295870E-02
    0.435561E-05    0.158057E+01    0.362266E-03    0.158057E+01    0.100000E+01    0.158969E+01    0.540761E-02
    0.348449E-05    0.158228E+01    0.719571E-03    0.158228E+01    0.100000E+01    0.157087E+01    0.649282E-02
    0.278759E-05    0.158228E+01    0.719496E-03    0.158228E+01    0.100000E+01    0.158228E+01    0.719496E-03
    0.223007E-05    0.157693E+01    0.266135E-02    0.157693E+01    0.100000E+01    0.157693E+01    0.266135E-02
