              #h    forward_diff       rel_error    central_diff       rel_error   extrapol_diff       rel_error
    0.187072E-03   -0.841152E+00    0.378607E-03   -0.841790E+00    0.378678E-03   -0.840940E+00    0.631059E-03
    0.149658E-03   -0.841152E+00    0.378678E-03   -0.841551E+00    0.946341E-04   -0.842082E+00    0.725693E-03
    0.119726E-03   -0.840854E+00    0.733697E-03   -0.840854E+00    0.733697E-03   -0.841517E+00    0.551796E-04
    0.957810E-04   -0.840729E+00    0.881598E-03   -0.841351E+00    0.142022E-03   -0.843011E+00    0.183006E-02
    0.766248E-04   -0.841663E+00    0.227731E-03   -0.841663E+00    0.227731E-03   -0.841663E+00    0.227731E-03
    0.612998E-04   -0.841079E+00    0.465662E-03   -0.841079E+00    0.465662E-03   -0.844968E+00    0.415646E-02
    0.490399E-04   -0.839864E+00    0.191011E-02   -0.841079E+00    0.465662E-03   -0.844320E+00    0.338614E-02
    0.392319E-04   -0.840168E+00    0.154892E-02   -0.841687E+00    0.256560E-03   -0.841687E+00    0.256560E-03
    0.313855E-04   -0.839408E+00    0.245177E-02   -0.843206E+00    0.206204E-02   -0.848270E+00    0.808044E-02
    0.251084E-04   -0.842731E+00    0.149778E-02   -0.840357E+00    0.132332E-02   -0.846688E+00    0.619966E-02
    0.200867E-04   -0.836797E+00    0.555493E-02   -0.839764E+00    0.202854E-02   -0.835808E+00    0.673042E-02
    0.160694E-04   -0.841990E+00    0.616255E-03   -0.838280E+00    0.379174E-02   -0.848172E+00    0.796293E-02
    0.128555E-04   -0.839208E+00    0.268970E-02   -0.839208E+00    0.268970E-02   -0.845390E+00    0.465690E-02
    0.102844E-04   -0.834571E+00    0.819973E-02   -0.840367E+00    0.131227E-02   -0.863549E+00    0.262378E-01
    0.822753E-05   -0.840367E+00    0.131227E-02   -0.847611E+00    0.729709E-02   -0.837952E+00    0.418203E-02
    0.658202E-05   -0.833122E+00    0.992163E-02   -0.851234E+00    0.116018E-01   -0.851234E+00    0.116018E-01
    0.526562E-05   -0.837650E+00    0.454081E-02   -0.848970E+00    0.891140E-02   -0.833877E+00    0.902480E-02
    0.421249E-05   -0.820671E+00    0.247190E-01   -0.848970E+00    0.891140E-02   -0.886702E+00    0.537519E-01
    0.336999E-05   -0.831283E+00    0.121076E-01   -0.831283E+00    0.121076E-01   -0.807700E+00    0.401329E-01
    0.269600E-05   -0.840126E+00    0.159808E-02   -0.840126E+00    0.159808E-02   -0.899082E+00    0.684652E-01
    0.215680E-05   -0.829072E+00    0.147349E-01   -0.856708E+00    0.181072E-01   -0.893555E+00    0.618968E-01
    0.172544E-05   -0.794527E+00    0.557877E-01   -0.794527E+00    0.557877E-01   -0.840587E+00    0.105075E-02
    0.138035E-05   -0.863617E+00    0.263177E-01   -0.906797E+00    0.776336E-01   -0.964372E+00    0.146055E+00
    0.110428E-05   -0.809641E+00    0.378271E-01   -0.863617E+00    0.263177E-01   -0.863617E+00    0.263177E-01
    0.883424E-06   -0.742170E+00    0.118008E+00   -0.809640E+00    0.378272E-01   -0.989561E+00    0.175989E+00
    0.706739E-06   -0.843376E+00    0.226335E-02   -0.927713E+00    0.102490E+00   -0.590363E+00    0.298416E+00
    0.565391E-06   -0.843375E+00    0.226328E-02   -0.843375E+00    0.226328E-02   -0.562250E+00    0.331824E+00
    0.452313E-06   -0.790665E+00    0.603781E-01   -0.922442E+00    0.962255E-01   -0.746739E+00    0.112579E+00
    0.361850E-06   -0.823609E+00    0.212272E-01   -0.988331E+00    0.174527E+00   -0.988331E+00    0.174527E+00
    0.289480E-06   -0.617707E+00    0.265920E+00   -0.617707E+00    0.265920E+00   -0.892243E+00    0.603372E-01
    0.231584E-06   -0.772133E+00    0.824005E-01   -0.772133E+00    0.824005E-01   -0.428963E+00    0.490222E+00
    0.185267E-06   -0.965167E+00    0.146999E+00   -0.965167E+00    0.146999E+00   -0.536204E+00    0.362778E+00
    0.148214E-06   -0.402153E+00    0.522084E+00   -0.804306E+00    0.441672E-01   -0.804306E+00    0.441672E-01
    0.118571E-06   -0.502691E+00    0.402604E+00   -0.502691E+00    0.402604E+00    0.167564E+00    0.119913E+01
