              #h    forward_diff       rel_error    central_diff       rel_error   extrapol_diff       rel_error
    0.400000E+02   -0.381910E-01    0.954614E+00   -0.384108E-01    0.954353E+00    0.738407E-01    0.108775E+01
    0.320000E+02   -0.172993E-01    0.979442E+00    0.151414E-01    0.101799E+01   -0.143800E+00    0.829109E+00
    0.256000E+02   -0.170684E-01    0.979716E+00   -0.152195E-01    0.981913E+00   -0.153587E-01    0.981748E+00
    0.204800E+02   -0.689690E-01    0.918038E+00    0.598133E-01    0.107108E+01    0.181242E+00    0.121539E+01
    0.163840E+02   -0.265660E-01    0.968429E+00   -0.969062E-01    0.884837E+00    0.255810E+00    0.130400E+01
    0.131072E+02   -0.389357E-01    0.953729E+00   -0.342991E-01    0.959239E+00    0.575864E-01    0.106844E+01
    0.104858E+02   -0.662934E-02    0.992122E+00    0.138439E+00    0.116452E+01   -0.258865E+00    0.692366E+00
    0.838861E+01   -0.183540E+00    0.781881E+00    0.174294E+00    0.120713E+01   -0.520676E+00    0.381231E+00
    0.671089E+01   -0.592610E-01    0.929574E+00    0.532211E-01    0.106325E+01   -0.682662E+00    0.188727E+00
    0.536871E+01    0.849446E-01    0.110095E+01   -0.138389E+00    0.835539E+00   -0.768046E+00    0.872578E-01
    0.429497E+01    0.229944E-02    0.100273E+01   -0.328470E+00    0.609648E+00   -0.808975E+00    0.386183E-01
    0.343597E+01   -0.236676E+00    0.718736E+00   -0.484504E+00    0.424217E+00   -0.827485E+00    0.166210E-01
    0.274878E+01   -0.495332E+00    0.411350E+00   -0.600480E+00    0.286393E+00   -0.835558E+00    0.702693E-02
    0.219902E+01   -0.699699E+00    0.168481E+00   -0.681883E+00    0.189653E+00   -0.839000E+00    0.293698E-02
    0.175922E+01   -0.834509E+00    0.827354E-02   -0.737083E+00    0.124054E+00   -0.840445E+00    0.121891E-02
    0.140737E+01   -0.911383E+00    0.830831E-01   -0.773724E+00    0.805098E-01   -0.841047E+00    0.503275E-03
    0.112590E+01   -0.947983E+00    0.126578E+00   -0.797724E+00    0.519881E-01   -0.841297E+00    0.207260E-03
    0.900720E+00   -0.959536E+00    0.140308E+00   -0.813313E+00    0.334627E-01   -0.841399E+00    0.852131E-04
    0.720576E+00   -0.956905E+00    0.137181E+00   -0.823384E+00    0.214946E-01   -0.841441E+00    0.350628E-04
    0.576461E+00   -0.947101E+00    0.125530E+00   -0.829868E+00    0.137887E-01   -0.841459E+00    0.141668E-04
    0.461169E+00   -0.934352E+00    0.110380E+00   -0.834034E+00    0.883808E-02   -0.841466E+00    0.566671E-05
    0.368935E+00   -0.921054E+00    0.945761E-01   -0.836707E+00    0.566182E-02   -0.841469E+00    0.290419E-05
    0.295148E+00   -0.908464E+00    0.796145E-01   -0.838420E+00    0.362577E-02   -0.841470E+00    0.708339E-06
    0.236118E+00   -0.897165E+00    0.661871E-01   -0.839518E+00    0.232116E-02   -0.841471E+00    0.212502E-06
    0.188895E+00   -0.887354E+00    0.545271E-01   -0.840221E+00    0.148567E-02   -0.841471E+00    0.212502E-06
    0.151116E+00   -0.879019E+00    0.446214E-01   -0.840670E+00    0.951511E-03   -0.841472E+00    0.708339E-06
    0.120893E+00   -0.872042E+00    0.363300E-01   -0.840958E+00    0.609596E-03   -0.841471E+00    0.141668E-06
    0.967141E-01   -0.866266E+00    0.294664E-01   -0.841143E+00    0.390153E-03   -0.841471E+00    0.495837E-06
    0.773713E-01   -0.861523E+00    0.238294E-01   -0.841262E+00    0.248839E-03   -0.841471E+00    0.212502E-06
    0.618970E-01   -0.857650E+00    0.192269E-01   -0.841338E+00    0.158385E-03   -0.841470E+00    0.120418E-05
    0.495176E-01   -0.854501E+00    0.154853E-01   -0.841386E+00    0.101151E-03   -0.841469E+00    0.198335E-05
    0.396141E-01   -0.851950E+00    0.124534E-01   -0.841418E+00    0.632546E-04   -0.841474E+00    0.347086E-05
    0.316913E-01   -0.849892E+00    0.100073E-01   -0.841438E+00    0.395253E-04   -0.841470E+00    0.779173E-06
    0.253530E-01   -0.848227E+00    0.802930E-02   -0.841447E+00    0.283335E-04   -0.841466E+00    0.602088E-05
    0.202824E-01   -0.846891E+00    0.644099E-02   -0.841460E+00    0.129626E-04   -0.841468E+00    0.361253E-05
    0.162259E-01   -0.845816E+00    0.516365E-02   -0.841459E+00    0.138126E-04   -0.841464E+00    0.800423E-05
    0.129807E-01   -0.844951E+00    0.413556E-02   -0.841466E+00    0.623338E-05   -0.841484E+00    0.156543E-04
    0.103846E-01   -0.844255E+00    0.330886E-02   -0.841466E+00    0.623338E-05   -0.841466E+00    0.623338E-05
    0.830767E-02   -0.843703E+00    0.265223E-02   -0.841471E+00    0.566671E-06   -0.841452E+00    0.221710E-04
    0.664614E-02   -0.843254E+00    0.211935E-02   -0.841470E+00    0.155835E-05   -0.841482E+00    0.126084E-04
    0.531691E-02   -0.842887E+00    0.168238E-02   -0.841474E+00    0.375420E-05   -0.841444E+00    0.318044E-04
    0.425353E-02   -0.842601E+00    0.134259E-02   -0.841466E+00    0.630421E-05   -0.841447E+00    0.285461E-04
    0.340282E-02   -0.842373E+00    0.107193E-02   -0.841462E+00    0.104834E-04   -0.841439E+00    0.382503E-04
    0.272226E-02   -0.842202E+00    0.868990E-03   -0.841480E+00    0.103417E-04   -0.841480E+00    0.103417E-04
    0.217781E-02   -0.842065E+00    0.706426E-03   -0.841463E+00    0.913757E-05   -0.841427E+00    0.524879E-04
    0.174225E-02   -0.841908E+00    0.519354E-03   -0.841497E+00    0.314502E-04   -0.841543E+00    0.857090E-04
    0.139380E-02   -0.841814E+00    0.407578E-03   -0.841472E+00    0.991674E-06   -0.841415E+00    0.667255E-04
    0.111504E-02   -0.841760E+00    0.344040E-03   -0.841493E+00    0.264210E-04   -0.841493E+00    0.264210E-04
    0.892030E-03   -0.841720E+00    0.296369E-03   -0.841386E+00    0.100655E-03   -0.841564E+00    0.111068E-03
    0.713624E-03   -0.841587E+00    0.137489E-03   -0.841420E+00    0.609880E-04   -0.841642E+00    0.203718E-03
    0.570899E-03   -0.841608E+00    0.162280E-03   -0.841608E+00    0.162280E-03   -0.841468E+00    0.311669E-05
    0.456719E-03   -0.841503E+00    0.382503E-04   -0.841503E+00    0.382503E-04   -0.841851E+00    0.451778E-03
    0.365375E-03   -0.841438E+00    0.393836E-04   -0.841275E+00    0.233185E-03   -0.841492E+00    0.252877E-04
    0.292300E-03   -0.841356E+00    0.136284E-03   -0.841560E+00    0.106038E-03   -0.841288E+00    0.217106E-03
    0.233840E-03   -0.841662E+00    0.227164E-03   -0.841662E+00    0.227164E-03   -0.840982E+00    0.580554E-03
