              #h    forward_diff       rel_error    central_diff       rel_error   extrapol_diff       rel_error
    0.100000E+00    0.912094E-01    0.850918E-03    0.912857E-01    0.100000E+01    0.912857E-01    0.151602E-04
    0.800000E-01    0.912249E-01    0.681155E-03    0.912905E-01    0.100000E+01    0.912905E-01    0.370747E-04
    0.640000E-01    0.912324E-01    0.599456E-03    0.912845E-01    0.100000E+01    0.912845E-01    0.281373E-04
    0.512000E-01    0.912417E-01    0.497435E-03    0.912882E-01    0.100000E+01    0.912882E-01    0.126712E-04
    0.409600E-01    0.912463E-01    0.446425E-03    0.912813E-01    0.100000E+01    0.912968E-01    0.106204E-03
    0.327680E-01    0.912551E-01    0.350769E-03    0.912842E-01    0.100000E+01    0.913036E-01    0.180639E-03
    0.262144E-01    0.912587E-01    0.310859E-03    0.912951E-01    0.100000E+01    0.912708E-01    0.178068E-03
    0.209715E-01    0.912678E-01    0.211286E-03    0.912905E-01    0.100000E+01    0.912602E-01    0.294290E-03
    0.167772E-01    0.912621E-01    0.273478E-03    0.912621E-01    0.100000E+01    0.913000E-01    0.141626E-03
    0.134218E-01    0.912692E-01    0.195697E-03    0.912692E-01    0.100000E+01    0.913166E-01    0.323224E-03
    0.107374E-01    0.912603E-01    0.292985E-03    0.912603E-01    0.100000E+01    0.912011E-01    0.941677E-03
    0.858993E-02    0.912603E-01    0.292985E-03    0.913159E-01    0.100000E+01    0.913899E-01    0.112593E-02
    0.687195E-02    0.912465E-01    0.445037E-03    0.912465E-01    0.100000E+01    0.913390E-01    0.568483E-03
    0.549756E-02    0.912465E-01    0.445037E-03    0.913332E-01    0.100000E+01    0.914489E-01    0.177201E-02
    0.439805E-02    0.912898E-01    0.300557E-04    0.912898E-01    0.100000E+01    0.912898E-01    0.300557E-04
    0.351844E-02    0.912085E-01    0.860713E-03    0.912085E-01    0.100000E+01    0.913892E-01    0.111875E-02
    0.281475E-02    0.913102E-01    0.252707E-03    0.913102E-01    0.100000E+01    0.910843E-01    0.222159E-02
    0.225180E-02    0.912678E-01    0.211286E-03    0.912678E-01    0.100000E+01    0.909855E-01    0.330416E-02
    0.180144E-02    0.910560E-01    0.253100E-02    0.913207E-01    0.100000E+01    0.916737E-01    0.423480E-02
    0.144115E-02    0.913207E-01    0.368685E-03    0.913207E-01    0.100000E+01    0.913207E-01    0.368685E-03
    0.115292E-02    0.909899E-01    0.325585E-02    0.914035E-01    0.100000E+01    0.919549E-01    0.731568E-02
    0.922337E-03    0.909899E-01    0.325585E-02    0.915069E-01    0.100000E+01    0.921962E-01    0.995852E-02
    0.737870E-03    0.911191E-01    0.184004E-02    0.911191E-01    0.100000E+01    0.919808E-01    0.759881E-02
    0.590296E-03    0.904729E-01    0.891925E-02    0.912807E-01    0.100000E+01    0.923577E-01    0.117283E-01
    0.472237E-03    0.908768E-01    0.449479E-02    0.918865E-01    0.100000E+01    0.905402E-01    0.818184E-02
    0.377789E-03    0.908768E-01    0.449471E-02    0.921390E-01    0.100000E+01    0.938219E-01    0.277670E-01
    0.302231E-03    0.899301E-01    0.148646E-01    0.899301E-01    0.100000E+01    0.920338E-01    0.817943E-02
    0.241785E-03    0.907190E-01    0.622303E-02    0.907190E-01    0.100000E+01    0.907190E-01    0.622303E-02
    0.193428E-03    0.887469E-01    0.278269E-01    0.912120E-01    0.100000E+01    0.944990E-01    0.351843E-01
    0.154743E-03    0.893632E-01    0.210757E-01    0.924446E-01    0.100000E+01    0.924446E-01    0.126803E-01
    0.123794E-03    0.885928E-01    0.295147E-01    0.885928E-01    0.100000E+01    0.834570E-01    0.857747E-01
    0.990352E-04    0.914817E-01    0.213161E-02    0.914817E-01    0.100000E+01    0.850619E-01    0.681935E-01
    0.792282E-04    0.902780E-01    0.110544E-01    0.902780E-01    0.100000E+01    0.822533E-01    0.989606E-01
    0.633825E-04    0.902780E-01    0.110544E-01    0.978011E-01    0.100000E+01    0.677085E-01    0.258291E+00
    0.507060E-04    0.846356E-01    0.728634E-01    0.846356E-01    0.100000E+01    0.971742E-01    0.644901E-01
    0.405648E-04    0.822846E-01    0.986173E-01    0.940396E-01    0.100000E+01    0.626930E-01    0.313232E+00
    0.324519E-04    0.881621E-01    0.342328E-01    0.102856E+00    0.100000E+01    0.832642E-01    0.878865E-01
    0.259615E-04    0.918355E-01    0.600752E-02    0.918355E-01    0.100000E+01    0.116325E+00    0.274276E+00
