              #h    forward_diff       rel_error    central_diff       rel_error   extrapol_diff       rel_error
    0.400000E+02    0.159961E+17    0.588463E+16    0.329704E+08    0.121291E+08   -0.109861E+08    0.404158E+07
    0.320000E+02    0.670761E+13    0.246759E+13    0.754842E+06    0.277690E+06   -0.250939E+06    0.923162E+05
    0.256000E+02    0.139314E+11    0.512506E+10    0.384613E+05    0.141481E+05   -0.126500E+05    0.465468E+04
    0.204800E+02    0.104068E+09    0.382843E+08    0.371655E+04    0.136624E+04   -0.117963E+04    0.434960E+03
    0.163840E+02    0.216449E+07    0.796270E+06    0.599259E+03    0.219455E+03   -0.173171E+03    0.647060E+02
    0.131072E+02    0.102134E+06    0.375718E+05    0.145538E+03    0.525404E+02   -0.338831E+02    0.134649E+02
    0.104858E+02    0.928090E+04    0.341325E+04    0.490497E+02    0.170444E+02   -0.689104E+01    0.353507E+01
    0.838861E+01    0.142440E+04    0.523007E+03    0.214817E+02    0.690268E+01   -0.230219E+00    0.108469E+01
    0.671089E+01    0.332266E+03    0.121234E+03    0.115941E+02    0.326522E+01    0.171594E+01    0.368739E+00
    0.536871E+01    0.108143E+03    0.387834E+02    0.738238E+01    0.171583E+01    0.235409E+01    0.133978E+00
    0.429497E+01    0.457775E+02    0.158406E+02    0.534579E+01    0.966605E+00    0.258015E+01    0.508158E-01
    0.343597E+01    0.237825E+02    0.774909E+01    0.426722E+01    0.569823E+00    0.266442E+01    0.198131E-01
    0.274878E+01    0.144613E+02    0.432001E+01    0.365862E+01    0.345932E+00    0.269691E+01    0.786320E-02
    0.219902E+01    0.990908E+01    0.264535E+01    0.330006E+01    0.214023E+00    0.270970E+01    0.315630E-02
    0.175922E+01    0.742899E+01    0.173297E+01    0.308262E+01    0.134034E+00    0.271481E+01    0.127619E-02
    0.140737E+01    0.595896E+01    0.119218E+01    0.294824E+01    0.845969E-01    0.271687E+01    0.518415E-03
    0.112590E+01    0.502900E+01    0.850067E+00    0.286415E+01    0.536621E-01    0.271771E+01    0.211219E-03
    0.900720E+00    0.441028E+01    0.622452E+00    0.281111E+01    0.341485E-01    0.271805E+01    0.862222E-04
    0.720576E+00    0.398218E+01    0.464963E+00    0.277747E+01    0.217754E-01    0.271819E+01    0.352400E-04
    0.576461E+00    0.367678E+01    0.352613E+00    0.275608E+01    0.139038E-01    0.271824E+01    0.144142E-04
    0.461169E+00    0.345364E+01    0.270525E+00    0.274243E+01    0.888511E-02    0.271827E+01    0.589882E-05
    0.368935E+00    0.328752E+01    0.209410E+00    0.273372E+01    0.568103E-02    0.271828E+01    0.241478E-05
    0.295148E+00    0.316199E+01    0.163230E+00    0.272816E+01    0.363363E-02    0.271828E+01    0.988733E-06
    0.236118E+00    0.306602E+01    0.127927E+00    0.272460E+01    0.232461E-02    0.271828E+01    0.404891E-06
    0.188895E+00    0.299197E+01    0.100686E+00    0.272232E+01    0.148738E-02    0.271828E+01    0.165818E-06
    0.151116E+00    0.293442E+01    0.795121E-01    0.272087E+01    0.951770E-03    0.271828E+01    0.679127E-07
    0.120893E+00    0.288942E+01    0.629576E-01    0.271994E+01    0.609070E-03    0.271828E+01    0.278154E-07
    0.967141E-01    0.285407E+01    0.499544E-01    0.271934E+01    0.389779E-03    0.271828E+01    0.113927E-07
    0.773713E-01    0.282621E+01    0.397029E-01    0.271896E+01    0.249448E-03    0.271828E+01    0.466634E-08
    0.618970E-01    0.280417E+01    0.315970E-01    0.271872E+01    0.159643E-03    0.271828E+01    0.191130E-08
    0.495176E-01    0.278671E+01    0.251726E-01    0.271856E+01    0.102170E-03    0.271828E+01    0.782856E-09
    0.396141E-01    0.277284E+01    0.200712E-01    0.271846E+01    0.653878E-04    0.271828E+01    0.320665E-09
    0.316913E-01    0.276181E+01    0.160144E-01    0.271840E+01    0.418479E-04    0.271828E+01    0.131339E-09
    0.253530E-01    0.275303E+01    0.127843E-01    0.271835E+01    0.267825E-04    0.271828E+01    0.538104E-10
    0.202824E-01    0.274604E+01    0.102101E-01    0.271833E+01    0.171408E-04    0.271828E+01    0.220267E-10
    0.162259E-01    0.274045E+01    0.815702E-02    0.271831E+01    0.109701E-04    0.271828E+01    0.903035E-11
    0.129807E-01    0.273600E+01    0.651855E-02    0.271830E+01    0.702083E-05    0.271828E+01    0.369840E-11
    0.103846E-01    0.273244E+01    0.521032E-02    0.271829E+01    0.449333E-05    0.271828E+01    0.155562E-11
    0.830767E-02    0.272960E+01    0.416536E-02    0.271829E+01    0.287573E-05    0.271828E+01    0.564448E-12
    0.664614E-02    0.272733E+01    0.333044E-02    0.271829E+01    0.184047E-05    0.271828E+01    0.331970E-12
    0.531691E-02    0.272552E+01    0.266317E-02    0.271829E+01    0.117790E-05    0.271828E+01    0.165985E-12
    0.425353E-02    0.272407E+01    0.212978E-02    0.271828E+01    0.753855E-06    0.271828E+01    0.182976E-13
    0.340282E-02    0.272291E+01    0.170334E-02    0.271828E+01    0.482467E-06    0.271828E+01    0.490114E-13
    0.272226E-02    0.272199E+01    0.136237E-02    0.271828E+01    0.308779E-06    0.271828E+01    0.115013E-12
    0.217781E-02    0.272124E+01    0.108969E-02    0.271828E+01    0.197619E-06    0.271828E+01    0.115013E-12
    0.174225E-02    0.272065E+01    0.871629E-03    0.271828E+01    0.126476E-06    0.271828E+01    0.777647E-13
    0.139380E-02    0.272018E+01    0.697222E-03    0.271828E+01    0.809444E-07    0.271828E+01    0.172357E-12
    0.111504E-02    0.271980E+01    0.557726E-03    0.271828E+01    0.518045E-07    0.271828E+01    0.258127E-13
    0.892030E-03    0.271949E+01    0.446148E-03    0.271828E+01    0.331550E-07    0.271828E+01    0.318737E-12
    0.713624E-03    0.271925E+01    0.356897E-03    0.271828E+01    0.212191E-07    0.271828E+01    0.169579E-12
    0.570899E-03    0.271906E+01    0.285504E-03    0.271828E+01    0.135802E-07    0.271828E+01    0.383759E-12
    0.456719E-03    0.271890E+01    0.228394E-03    0.271828E+01    0.869155E-08    0.271828E+01    0.236398E-12
    0.365375E-03    0.271878E+01    0.182710E-03    0.271828E+01    0.556305E-08    0.271828E+01    0.717363E-12
    0.292300E-03    0.271868E+01    0.146164E-03    0.271828E+01    0.355911E-08    0.271828E+01    0.810322E-12
    0.233840E-03    0.271860E+01    0.116929E-03    0.271828E+01    0.227891E-08    0.271828E+01    0.146250E-11
    0.187072E-03    0.271854E+01    0.935419E-04    0.271828E+01    0.145748E-08    0.271828E+01    0.152066E-11
    0.149658E-03    0.271849E+01    0.748326E-04    0.271828E+01    0.933062E-09    0.271828E+01    0.137526E-11
    0.119726E-03    0.271844E+01    0.598655E-04    0.271828E+01    0.598477E-09    0.271828E+01    0.171752E-11
    0.957810E-04    0.271841E+01    0.478920E-04    0.271828E+01    0.381515E-09    0.271828E+01    0.399165E-11
    0.766248E-04    0.271839E+01    0.383134E-04    0.271828E+01    0.245487E-09    0.271828E+01    0.183613E-11
    0.612998E-04    0.271837E+01    0.306505E-04    0.271828E+01    0.156472E-09    0.271828E+01    0.343537E-11
    0.490399E-04    0.271835E+01    0.245203E-04    0.271828E+01    0.103836E-09    0.271828E+01    0.167276E-11
    0.392319E-04    0.271834E+01    0.196162E-04    0.271828E+01    0.680229E-10    0.271828E+01    0.415731E-11
    0.313855E-04    0.271832E+01    0.156929E-04    0.271828E+01    0.409554E-10    0.271828E+01    0.687140E-12
    0.251084E-04    0.271832E+01    0.125543E-04    0.271828E+01    0.305445E-10    0.271828E+01    0.215085E-10
    0.200867E-04    0.271831E+01    0.100434E-04    0.271828E+01    0.142780E-10    0.271828E+01    0.741085E-11
    0.160694E-04    0.271830E+01    0.803474E-05    0.271828E+01    0.142778E-10    0.271828E+01    0.128331E-10
    0.128555E-04    0.271830E+01    0.642779E-05    0.271828E+01    0.919454E-11    0.271828E+01    0.919454E-11
    0.102844E-04    0.271830E+01    0.514222E-05    0.271828E+01    0.986795E-11    0.271828E+01    0.986795E-11
    0.822752E-05    0.271829E+01    0.411378E-05    0.271828E+01    0.998852E-11    0.271828E+01    0.364641E-10
    0.658202E-05    0.271829E+01    0.329103E-05    0.271828E+01    0.502432E-11    0.271828E+01    0.280701E-10
    0.526561E-05    0.271829E+01    0.263283E-05    0.271828E+01    0.738618E-11    0.271828E+01    0.753499E-10
    0.421249E-05    0.271829E+01    0.210629E-05    0.271828E+01    0.812690E-11    0.271828E+01    0.812690E-11
    0.336999E-05    0.271829E+01    0.168502E-05    0.271828E+01    0.178223E-10    0.271828E+01    0.468152E-10
    0.269599E-05    0.271829E+01    0.134800E-05    0.271828E+01    0.570280E-11    0.271828E+01    0.750941E-10
    0.215680E-05    0.271828E+01    0.107840E-05    0.271828E+01    0.663006E-10    0.271828E+01    0.663005E-10
    0.172544E-05    0.271828E+01    0.862770E-06    0.271828E+01    0.851939E-10    0.271828E+01    0.851939E-10
    0.138035E-05    0.271828E+01    0.690185E-06    0.271828E+01    0.175187E-09    0.271828E+01    0.173804E-10
    0.110428E-05    0.271828E+01    0.552124E-06    0.271828E+01    0.234536E-11    0.271828E+01    0.234536E-11
    0.883424E-06    0.271828E+01    0.441684E-06    0.271828E+01    0.716264E-10    0.271828E+01    0.716264E-10
    0.706739E-06    0.271828E+01    0.353334E-06    0.271828E+01    0.117859E-09    0.271828E+01    0.426075E-09
    0.565391E-06    0.271828E+01    0.282598E-06    0.271828E+01    0.227772E-11    0.271828E+01    0.772818E-09
    0.452313E-06    0.271828E+01    0.226036E-06    0.271828E+01    0.699605E-10    0.271828E+01    0.551548E-09
    0.361850E-06    0.271828E+01    0.180887E-06    0.271828E+01    0.291230E-09    0.271828E+01    0.291230E-09
    0.289480E-06    0.271828E+01    0.144993E-06    0.271828E+01    0.611747E-09    0.271828E+01    0.611747E-09
    0.231584E-06    0.271828E+01    0.115788E-06    0.271828E+01    0.937039E-10    0.271828E+01    0.103431E-08
    0.185267E-06    0.271828E+01    0.930369E-07    0.271828E+01    0.435384E-09    0.271828E+01    0.740367E-09
    0.148214E-06    0.271828E+01    0.749597E-07    0.271828E+01    0.552244E-11    0.271828E+01    0.552244E-11
    0.118571E-06    0.271828E+01    0.603547E-07    0.271828E+01    0.270044E-09    0.271828E+01    0.210716E-08
    0.948569E-07    0.271828E+01    0.472652E-07    0.271828E+01    0.763331E-09    0.271828E+01    0.305972E-08
    0.758855E-07    0.271828E+01    0.395149E-07    0.271828E+01    0.763331E-09    0.271828E+01    0.763331E-09
    0.607084E-07    0.271828E+01    0.330563E-07    0.271828E+01    0.763331E-09    0.271828E+01    0.763331E-09
    0.485667E-07    0.271828E+01    0.236375E-07    0.271828E+01    0.327329E-08    0.271828E+01    0.327329E-08
    0.388534E-07    0.271828E+01    0.211146E-07    0.271828E+01    0.905600E-10    0.271828E+01    0.111223E-07
    0.310827E-07    0.271828E+01    0.169098E-07    0.271828E+01    0.411426E-08    0.271828E+01    0.990180E-08
    0.248662E-07    0.271828E+01    0.142818E-07    0.271828E+01    0.114176E-08    0.271828E+01    0.114176E-08
    0.198929E-07    0.271828E+01    0.192093E-07    0.271828E+01    0.278427E-08    0.271828E+01    0.816577E-08
    0.159143E-07    0.271828E+01    0.109968E-07    0.271828E+01    0.731137E-09    0.271828E+01    0.129564E-07
