              #h    forward_diff       rel_error    central_diff       rel_error   extrapol_diff       rel_error
    0.400000E+02   -0.381910E-01    0.954614E+00   -0.384108E-01    0.954353E+00    0.738407E-01    0.108775E+01
    0.320000E+02   -0.172993E-01    0.979442E+00    0.151414E-01    0.101799E+01   -0.143800E+00    0.829109E+00
    0.256000E+02   -0.170683E-01    0.979716E+00   -0.152194E-01    0.981913E+00   -0.153587E-01    0.981748E+00
    0.204800E+02   -0.689690E-01    0.918038E+00    0.598133E-01    0.107108E+01    0.181242E+00    0.121539E+01
    0.163840E+02   -0.265659E-01    0.968429E+00   -0.969062E-01    0.884837E+00    0.255810E+00    0.130400E+01
    0.131072E+02   -0.389358E-01    0.953729E+00   -0.342992E-01    0.959239E+00    0.575865E-01    0.106844E+01
    0.104858E+02   -0.662923E-02    0.992122E+00    0.138439E+00    0.116452E+01   -0.258865E+00    0.692366E+00
    0.838861E+01   -0.183540E+00    0.781882E+00    0.174294E+00    0.120713E+01   -0.520676E+00    0.381231E+00
    0.671089E+01   -0.592612E-01    0.929574E+00    0.532212E-01    0.106325E+01   -0.682662E+00    0.188728E+00
    0.536871E+01    0.849446E-01    0.110095E+01   -0.138389E+00    0.835539E+00   -0.768046E+00    0.872578E-01
    0.429497E+01    0.229955E-02    0.100273E+01   -0.328469E+00    0.609648E+00   -0.808975E+00    0.386184E-01
    0.343597E+01   -0.236676E+00    0.718736E+00   -0.484504E+00    0.424217E+00   -0.827485E+00    0.166210E-01
    0.274878E+01   -0.495332E+00    0.411350E+00   -0.600480E+00    0.286393E+00   -0.835558E+00    0.702699E-02
    0.219902E+01   -0.699699E+00    0.168482E+00   -0.681883E+00    0.189653E+00   -0.838999E+00    0.293715E-02
    0.175922E+01   -0.834509E+00    0.827360E-02   -0.737083E+00    0.124054E+00   -0.840445E+00    0.121875E-02
    0.140737E+01   -0.911383E+00    0.830830E-01   -0.773724E+00    0.805099E-01   -0.841047E+00    0.503358E-03
    0.112590E+01   -0.947983E+00    0.126578E+00   -0.797724E+00    0.519881E-01   -0.841297E+00    0.207272E-03
    0.900720E+00   -0.959536E+00    0.140308E+00   -0.813313E+00    0.334629E-01   -0.841399E+00    0.851875E-04
    0.720576E+00   -0.956905E+00    0.137181E+00   -0.823384E+00    0.214946E-01   -0.841442E+00    0.349687E-04
    0.576461E+00   -0.947101E+00    0.125530E+00   -0.829868E+00    0.137887E-01   -0.841459E+00    0.143431E-04
    0.461169E+00   -0.934353E+00    0.110380E+00   -0.834034E+00    0.883799E-02   -0.841466E+00    0.588018E-05
    0.368935E+00   -0.921054E+00    0.945762E-01   -0.836707E+00    0.566173E-02   -0.841469E+00    0.240989E-05
    0.295148E+00   -0.908464E+00    0.796147E-01   -0.838420E+00    0.362573E-02   -0.841470E+00    0.987452E-06
    0.236118E+00   -0.897166E+00    0.661873E-01   -0.839518E+00    0.232138E-02   -0.841471E+00    0.404555E-06
    0.188895E+00   -0.887354E+00    0.545276E-01   -0.840221E+00    0.148605E-02   -0.841471E+00    0.165730E-06
    0.151116E+00   -0.879018E+00    0.446212E-01   -0.840671E+00    0.951227E-03   -0.841471E+00    0.678897E-07
    0.120893E+00   -0.872042E+00    0.363308E-01   -0.840959E+00    0.608848E-03   -0.841471E+00    0.278093E-07
    0.967141E-01   -0.866267E+00    0.294673E-01   -0.841143E+00    0.389688E-03   -0.841471E+00    0.113911E-07
    0.773713E-01   -0.861523E+00    0.238299E-01   -0.841261E+00    0.249411E-03   -0.841471E+00    0.466593E-08
    0.618970E-01   -0.857650E+00    0.192270E-01   -0.841337E+00    0.159627E-03   -0.841471E+00    0.191120E-08
    0.495176E-01   -0.854502E+00    0.154856E-01   -0.841385E+00    0.102163E-03   -0.841471E+00    0.782830E-09
    0.396141E-01   -0.851951E+00    0.124548E-01   -0.841416E+00    0.653852E-04   -0.841471E+00    0.320657E-09
    0.316913E-01   -0.849891E+00    0.100061E-01   -0.841436E+00    0.418468E-04   -0.841471E+00    0.131337E-09
    0.253530E-01   -0.848230E+00    0.803193E-02   -0.841448E+00    0.267821E-04   -0.841471E+00    0.537984E-10
    0.202824E-01   -0.846892E+00    0.644281E-02   -0.841457E+00    0.171406E-04   -0.841471E+00    0.220356E-10
    0.162259E-01   -0.845817E+00    0.516528E-02   -0.841462E+00    0.109700E-04   -0.841471E+00    0.903422E-11
    0.129807E-01   -0.844954E+00    0.413928E-02   -0.841465E+00    0.702080E-05   -0.841471E+00    0.368517E-11
    0.103846E-01   -0.844261E+00    0.331593E-02   -0.841467E+00    0.449332E-05   -0.841471E+00    0.152283E-11
    0.830767E-02   -0.843706E+00    0.265563E-02   -0.841469E+00    0.287573E-05   -0.841471E+00    0.619714E-12
    0.664614E-02   -0.843260E+00    0.212635E-02   -0.841469E+00    0.184046E-05   -0.841471E+00    0.296861E-12
    0.531691E-02   -0.842903E+00    0.170226E-02   -0.841470E+00    0.117790E-05   -0.841471E+00    0.181019E-12
    0.425353E-02   -0.842618E+00    0.136256E-02   -0.841470E+00    0.753855E-06   -0.841471E+00    0.302139E-13
    0.340282E-02   -0.842389E+00    0.109053E-02   -0.841471E+00    0.482467E-06   -0.841471E+00    0.654414E-13
    0.272226E-02   -0.842205E+00    0.872736E-03   -0.841471E+00    0.308779E-06   -0.841471E+00    0.911694E-13
    0.217781E-02   -0.842059E+00    0.698386E-03   -0.841471E+00    0.197618E-06   -0.841471E+00    0.131015E-12
    0.174225E-02   -0.841941E+00    0.558836E-03   -0.841471E+00    0.126476E-06   -0.841471E+00    0.176534E-12
    0.139380E-02   -0.841847E+00    0.447149E-03   -0.841471E+00    0.809446E-07   -0.841471E+00    0.254641E-13
    0.111504E-02   -0.841772E+00    0.357771E-03   -0.841471E+00    0.518045E-07   -0.841471E+00    0.274432E-12
    0.892030E-03   -0.841712E+00    0.286250E-03   -0.841471E+00    0.331548E-07   -0.841471E+00    0.312694E-13
    0.713624E-03   -0.841664E+00    0.229021E-03   -0.841471E+00    0.212192E-07   -0.841471E+00    0.289209E-12
    0.570899E-03   -0.841625E+00    0.183231E-03   -0.841471E+00    0.135803E-07   -0.841471E+00    0.404127E-12
    0.456719E-03   -0.841594E+00    0.146593E-03   -0.841471E+00    0.869116E-08   -0.841471E+00    0.196588E-13
    0.365375E-03   -0.841570E+00    0.117280E-03   -0.841471E+00    0.556241E-08   -0.841471E+00    0.453076E-12
    0.292300E-03   -0.841550E+00    0.938277E-04   -0.841471E+00    0.356045E-08   -0.841471E+00    0.117531E-11
    0.233840E-03   -0.841534E+00    0.750644E-04   -0.841471E+00    0.227797E-08   -0.841471E+00    0.761548E-12
