              #h    forward_diff       rel_error    central_diff       rel_error   extrapol_diff       rel_error
    0.400000E+02    0.159961E+17    0.588463E+16    0.329704E+08    0.121291E+08   -0.109861E+08    0.404158E+07
    0.320000E+02    0.670761E+13    0.246759E+13    0.754842E+06    0.277690E+06   -0.250939E+06    0.923162E+05
    0.256000E+02    0.139314E+11    0.512506E+10    0.384613E+05    0.141481E+05   -0.126500E+05    0.465468E+04
    0.204800E+02    0.104068E+09    0.382843E+08    0.371655E+04    0.136624E+04   -0.117962E+04    0.434960E+03
    0.163840E+02    0.216449E+07    0.796269E+06    0.599259E+03    0.219455E+03   -0.173171E+03    0.647060E+02
    0.131072E+02    0.102133E+06    0.375718E+05    0.145538E+03    0.525404E+02   -0.338831E+02    0.134649E+02
    0.104858E+02    0.928089E+04    0.341325E+04    0.490497E+02    0.170444E+02   -0.689103E+01    0.353507E+01
    0.838861E+01    0.142440E+04    0.523007E+03    0.214817E+02    0.690268E+01   -0.230217E+00    0.108469E+01
    0.671089E+01    0.332266E+03    0.121234E+03    0.115941E+02    0.326522E+01    0.171595E+01    0.368739E+00
    0.536871E+01    0.108143E+03    0.387834E+02    0.738238E+01    0.171583E+01    0.235409E+01    0.133978E+00
    0.429497E+01    0.457775E+02    0.158406E+02    0.534579E+01    0.966605E+00    0.258015E+01    0.508158E-01
    0.343597E+01    0.237825E+02    0.774909E+01    0.426722E+01    0.569823E+00    0.266442E+01    0.198132E-01
    0.274878E+01    0.144613E+02    0.432001E+01    0.365862E+01    0.345932E+00    0.269691E+01    0.786314E-02
    0.219902E+01    0.990908E+01    0.264535E+01    0.330006E+01    0.214023E+00    0.270970E+01    0.315613E-02
    0.175922E+01    0.742899E+01    0.173297E+01    0.308262E+01    0.134034E+00    0.271481E+01    0.127635E-02
    0.140737E+01    0.595896E+01    0.119218E+01    0.294824E+01    0.845969E-01    0.271687E+01    0.518187E-03
    0.112590E+01    0.502900E+01    0.850067E+00    0.286415E+01    0.536621E-01    0.271771E+01    0.211116E-03
    0.900720E+00    0.441028E+01    0.622452E+00    0.281111E+01    0.341486E-01    0.271805E+01    0.864814E-04
    0.720576E+00    0.398218E+01    0.464963E+00    0.277747E+01    0.217755E-01    0.271819E+01    0.353468E-04
    0.576461E+00    0.367678E+01    0.352613E+00    0.275608E+01    0.139039E-01    0.271824E+01    0.140335E-04
    0.461169E+00    0.345364E+01    0.270525E+00    0.274243E+01    0.888495E-02    0.271827E+01    0.570110E-05
    0.368935E+00    0.328752E+01    0.209410E+00    0.273372E+01    0.568119E-02    0.271827E+01    0.298212E-05
    0.295148E+00    0.316199E+01    0.163231E+00    0.272816E+01    0.363388E-02    0.271828E+01    0.114022E-05
    0.236118E+00    0.306602E+01    0.127927E+00    0.272460E+01    0.232473E-02    0.271828E+01    0.175419E-06
    0.188895E+00    0.299198E+01    0.100686E+00    0.272232E+01    0.148737E-02    0.271828E+01    0.263128E-06
    0.151116E+00    0.293442E+01    0.795124E-01    0.272087E+01    0.951383E-03    0.271828E+01    0.350837E-06
    0.120893E+00    0.288942E+01    0.629575E-01    0.271994E+01    0.608264E-03    0.271828E+01    0.175419E-06
    0.967141E-01    0.285407E+01    0.499543E-01    0.271934E+01    0.388991E-03    0.271828E+01    0.157877E-05
    0.773713E-01    0.282621E+01    0.397028E-01    0.271896E+01    0.250673E-03    0.271828E+01    0.263128E-06
    0.618970E-01    0.280417E+01    0.315977E-01    0.271872E+01    0.161122E-03    0.271827E+01    0.517485E-05
    0.495176E-01    0.278671E+01    0.251733E-01    0.271857E+01    0.104462E-03    0.271828E+01    0.526256E-06
    0.396141E-01    0.277285E+01    0.200729E-01    0.271846E+01    0.663959E-04    0.271830E+01    0.727987E-05
    0.316913E-01    0.276182E+01    0.160173E-01    0.271840E+01    0.426267E-04    0.271827E+01    0.535027E-05
    0.253530E-01    0.275303E+01    0.127820E-01    0.271835E+01    0.266636E-04    0.271827E+01    0.561339E-05
    0.202824E-01    0.274604E+01    0.102107E-01    0.271833E+01    0.180681E-04    0.271827E+01    0.499943E-05
    0.162259E-01    0.274046E+01    0.815872E-02    0.271830E+01    0.727987E-05    0.271826E+01    0.719216E-05
    0.129807E-01    0.273600E+01    0.651820E-02    0.271828E+01    0.219273E-05    0.271830E+01    0.675362E-05
    0.103846E-01    0.273245E+01    0.521239E-02    0.271828E+01    0.114022E-05    0.271828E+01    0.114022E-05
    0.830767E-02    0.272961E+01    0.416716E-02    0.271830E+01    0.745529E-05    0.271826E+01    0.657820E-05
    0.664614E-02    0.272737E+01    0.334365E-02    0.271829E+01    0.482401E-05    0.271834E+01    0.223659E-04
    0.531691E-02    0.272551E+01    0.266066E-02    0.271829E+01    0.473630E-05    0.271829E+01    0.473630E-05
    0.425353E-02    0.272407E+01    0.212862E-02    0.271835E+01    0.253480E-04    0.271813E+01    0.570988E-04
    0.340282E-02    0.272293E+01    0.171103E-02    0.271824E+01    0.159631E-04    0.271805E+01    0.846395E-04
    0.272226E-02    0.272202E+01    0.137598E-02    0.271834E+01    0.228044E-04    0.271811E+01    0.631507E-04
    0.217781E-02    0.272137E+01    0.113434E-02    0.271830E+01    0.666591E-05    0.271801E+01    0.100690E-03
    0.174225E-02    0.272076E+01    0.912791E-03    0.271830E+01    0.666591E-05    0.271866E+01    0.140861E-03
    0.139380E-02    0.272032E+01    0.749213E-03    0.271827E+01    0.587652E-05    0.271849E+01    0.779736E-04
    0.111504E-02    0.272002E+01    0.639050E-03    0.271852E+01    0.884987E-04    0.271795E+01    0.121302E-03
    0.892030E-03    0.271954E+01    0.462053E-03    0.271820E+01    0.295580E-04    0.271891E+01    0.232693E-03
    0.713624E-03    0.271920E+01    0.339172E-03    0.271820E+01    0.295580E-04    0.271820E+01    0.295580E-04
    0.570899E-03    0.271912E+01    0.308386E-03    0.271870E+01    0.154719E-03    0.271759E+01    0.254971E-03
    0.456719E-03    0.271870E+01    0.154719E-03    0.271870E+01    0.154719E-03    0.271870E+01    0.154719E-03
    0.365375E-03    0.271909E+01    0.298738E-03    0.271779E+01    0.181383E-03    0.271692E+01    0.501434E-03
    0.292300E-03    0.271860E+01    0.118671E-03    0.271860E+01    0.118671E-03    0.271969E+01    0.518801E-03
    0.233840E-03    0.271922E+01    0.343733E-03    0.271922E+01    0.343733E-03    0.271514E+01    0.115662E-02
    0.187072E-03    0.271845E+01    0.624490E-04    0.271845E+01    0.624490E-04    0.271675E+01    0.562655E-03
    0.149658E-03    0.271781E+01    0.171998E-03    0.271781E+01    0.171998E-03    0.271781E+01    0.171998E-03
    0.119726E-03    0.271821E+01    0.255234E-04    0.271821E+01    0.255234E-04    0.271556E+01    0.100234E-02
    0.957810E-04    0.271821E+01    0.255234E-04    0.271821E+01    0.255234E-04    0.272485E+01    0.241639E-02
    0.766248E-04    0.271946E+01    0.432319E-03    0.271946E+01    0.432319E-03    0.271946E+01    0.432319E-03
    0.612998E-04    0.271868E+01    0.146124E-03    0.271868E+01    0.146124E-03    0.272386E+01    0.205389E-02
    0.490399E-04    0.271771E+01    0.211643E-03    0.271771E+01    0.211643E-03    0.272419E+01    0.217309E-02
    0.392319E-04    0.272257E+01    0.157693E-02    0.272257E+01    0.157693E-02    0.272257E+01    0.157693E-02
    0.313855E-04    0.271953E+01    0.459070E-03    0.271953E+01    0.459070E-03    0.271953E+01    0.459070E-03
    0.251084E-04    0.272523E+01    0.255497E-02    0.271573E+01    0.938226E-03    0.271573E+01    0.938226E-03
    0.200867E-04    0.271811E+01    0.649049E-04    0.271811E+01    0.649049E-04    0.270228E+01    0.588696E-02
    0.160694E-04    0.272997E+01    0.430170E-02    0.270030E+01    0.661468E-02    0.273987E+01    0.794041E-02
    0.128555E-04    0.272627E+01    0.293712E-02    0.272627E+01    0.293712E-02    0.270154E+01    0.615982E-02
    0.102844E-04    0.271236E+01    0.217993E-02    0.271236E+01    0.217993E-02    0.274327E+01    0.919123E-02
    0.822753E-05    0.272395E+01    0.208424E-02    0.275293E+01    0.127448E-01    0.263701E+01    0.298971E-01
    0.658202E-05    0.271670E+01    0.580899E-03    0.271670E+01    0.580899E-03    0.276500E+01    0.171866E-01
    0.526562E-05    0.271670E+01    0.580899E-03    0.271670E+01    0.580899E-03    0.271670E+01    0.580899E-03
    0.421249E-05    0.271670E+01    0.580811E-03    0.271670E+01    0.580811E-03    0.286763E+01    0.549424E-01
    0.336999E-05    0.268840E+01    0.109915E-01    0.268840E+01    0.109915E-01    0.268840E+01    0.109915E-01
    0.269600E-05    0.282990E+01    0.410616E-01    0.265303E+01    0.240047E-01    0.288885E+01    0.627504E-01
    0.215680E-05    0.276357E+01    0.166617E-01    0.276357E+01    0.166617E-01    0.291096E+01    0.708837E-01
    0.172544E-05    0.262539E+01    0.341714E-01    0.262539E+01    0.341714E-01    0.280963E+01    0.336061E-01
    0.138035E-05    0.293630E+01    0.802030E-01    0.293630E+01    0.802030E-01    0.270600E+01    0.451878E-02
    0.110428E-05    0.280675E+01    0.325471E-01    0.280675E+01    0.325471E-01    0.251888E+01    0.733552E-01
    0.883424E-06    0.269880E+01    0.716629E-02    0.269880E+01    0.716629E-02    0.269880E+01    0.716629E-02
    0.706739E-06    0.303615E+01    0.116938E+00    0.269880E+01    0.716638E-02    0.269880E+01    0.716638E-02
    0.565391E-06    0.295181E+01    0.859118E-01    0.253013E+01    0.692185E-01    0.253013E+01    0.692185E-01
    0.452313E-06    0.316266E+01    0.163477E+00    0.263555E+01    0.304359E-01    0.333836E+01    0.228115E+00
    0.361850E-06    0.263555E+01    0.304359E-01    0.329444E+01    0.211955E+00    0.417295E+01    0.535143E+00
    0.289480E-06    0.247083E+01    0.910337E-01    0.247083E+01    0.910337E-01    0.356897E+01    0.312951E+00
    0.231584E-06    0.308853E+01    0.136208E+00    0.308853E+01    0.136208E+00   -0.102951E+01    0.137874E+01
    0.185267E-06    0.386067E+01    0.420260E+00    0.386067E+01    0.420260E+00   -0.128689E+01    0.147342E+01
    0.148214E-06    0.321722E+01    0.183550E+00    0.321722E+01    0.183550E+00   -0.107241E+01    0.139452E+01
    0.118571E-06    0.402153E+01    0.479437E+00    0.000000E+00    0.100000E+01    0.000000E+00    0.100000E+01
