              #h    forward_diff       rel_error    central_diff       rel_error   extrapol_diff       rel_error
    0.109363E-08    0.110517E+01    0.146491E-07    0.110517E+01    0.146491E-07    0.110517E+01    0.146491E-07
    0.874900E-09    0.110517E+01    0.312794E-07    0.110517E+01    0.312794E-07    0.110517E+01    0.337469E-06
    0.699920E-09    0.110517E+01    0.312794E-07    0.110517E+01    0.312794E-07    0.110517E+01    0.312794E-07
    0.559936E-09    0.110517E+01    0.318333E-06    0.110517E+01    0.404839E-07    0.110517E+01    0.518906E-06
    0.447949E-09    0.110517E+01    0.318333E-06    0.110517E+01    0.130188E-06    0.110517E+01    0.728215E-06
    0.358359E-09    0.110517E+01    0.940723E-07    0.110517E+01    0.940723E-07    0.110517E+01    0.940723E-07
    0.286687E-09    0.110517E+01    0.514560E-06    0.110517E+01    0.186253E-06    0.110517E+01    0.186253E-06
    0.229350E-09    0.110517E+01    0.110497E-07    0.110517E+01    0.110497E-07    0.110517E+01    0.115697E-05
    0.183480E-09    0.110517E+01    0.864967E-06    0.110517E+01    0.230054E-06    0.110517E+01    0.169008E-05
    0.146784E-09    0.110517E+01    0.113872E-05    0.110517E+01    0.230054E-06    0.110517E+01    0.230054E-06
    0.117427E-09    0.110517E+01    0.148092E-05    0.110517E+01    0.230054E-06    0.110517E+01    0.230054E-06
    0.939417E-10    0.110517E+01    0.197689E-06    0.110517E+01    0.197689E-06    0.110517E+01    0.304930E-05
    0.751534E-10    0.110517E+01    0.233640E-05    0.110517E+01    0.336989E-06    0.110518E+01    0.390151E-05
    0.601227E-10    0.110517E+01    0.166805E-05    0.110517E+01    0.166805E-05    0.110517E+01    0.278760E-05
    0.480982E-10    0.110517E+01    0.166805E-05    0.110517E+01    0.250912E-05    0.110517E+01    0.306044E-05
    0.384785E-10    0.110517E+01    0.623760E-06    0.110517E+01    0.623760E-06    0.110518E+01    0.633819E-05
    0.307828E-10    0.110517E+01    0.453986E-05    0.110517E+01    0.453986E-05    0.110518E+01    0.416258E-05
