              #h    forward_diff       rel_error    central_diff       rel_error   extrapol_diff       rel_error
    0.100000E+00    0.130986E+01    0.171573E+00    0.163692E+01    0.106186E+01    0.157948E+01    0.104627E-02
    0.800000E-01    0.135045E+01    0.145898E+00    0.161521E+01    0.106186E+01    0.158051E+01    0.396579E-03
    0.640000E-01    0.138658E+01    0.123047E+00    0.160234E+01    0.106186E+01    0.158089E+01    0.155026E-03
    0.512000E-01    0.141829E+01    0.102992E+00    0.159448E+01    0.106186E+01    0.158104E+01    0.616938E-04
    0.409600E-01    0.144577E+01    0.856164E-01    0.158958E+01    0.106186E+01    0.158110E+01    0.248178E-04
    0.327680E-01    0.146929E+01    0.707399E-01    0.158651E+01    0.106186E+01    0.158112E+01    0.100502E-04
    0.262144E-01    0.148922E+01    0.581373E-01    0.158456E+01    0.106186E+01    0.158113E+01    0.408692E-05
    0.209715E-01    0.150594E+01    0.475603E-01    0.158332E+01    0.106186E+01    0.158114E+01    0.166632E-05
    0.167772E-01    0.151986E+01    0.387550E-01    0.158253E+01    0.106186E+01    0.158114E+01    0.680525E-06
    0.134218E-01    0.153137E+01    0.314754E-01    0.158203E+01    0.106186E+01    0.158114E+01    0.278221E-06
    0.107374E-01    0.154083E+01    0.254924E-01    0.158171E+01    0.106186E+01    0.158114E+01    0.113823E-06
    0.858993E-02    0.154857E+01    0.205992E-01    0.158150E+01    0.106186E+01    0.158114E+01    0.465863E-07
    0.687195E-02    0.155487E+01    0.166138E-01    0.158137E+01    0.106186E+01    0.158114E+01    0.190724E-07
    0.549756E-02    0.155999E+01    0.133786E-01    0.158129E+01    0.106186E+01    0.158114E+01    0.780961E-08
    0.439805E-02    0.156413E+01    0.107598E-01    0.158123E+01    0.106186E+01    0.158114E+01    0.319818E-08
    0.351844E-02    0.156747E+01    0.864467E-02    0.158120E+01    0.106186E+01    0.158114E+01    0.130978E-08
    0.281475E-02    0.157017E+01    0.693955E-02    0.158118E+01    0.106186E+01    0.158114E+01    0.536472E-09
    0.225180E-02    0.157234E+01    0.556700E-02    0.158116E+01    0.106186E+01    0.158114E+01    0.219743E-09
    0.180144E-02    0.157408E+01    0.446349E-02    0.158115E+01    0.106186E+01    0.158114E+01    0.899328E-10
    0.144115E-02    0.157548E+01    0.357715E-02    0.158115E+01    0.106186E+01    0.158114E+01    0.368480E-10
    0.115292E-02    0.157661E+01    0.286581E-02    0.158115E+01    0.106186E+01    0.158114E+01    0.151442E-10
    0.922337E-03    0.157751E+01    0.229527E-02    0.158114E+01    0.106186E+01    0.158114E+01    0.620912E-11
    0.737870E-03    0.157823E+01    0.183790E-02    0.158114E+01    0.106186E+01    0.158114E+01    0.252977E-11
    0.590296E-03    0.157881E+01    0.147140E-02    0.158114E+01    0.106186E+01    0.158114E+01    0.109833E-11
    0.472237E-03    0.157928E+01    0.117781E-02    0.158114E+01    0.106186E+01    0.158114E+01    0.617766E-12
    0.377789E-03    0.157965E+01    0.942693E-03    0.158114E+01    0.106186E+01    0.158114E+01    0.252078E-12
    0.302231E-03    0.157995E+01    0.754439E-03    0.158114E+01    0.106186E+01    0.158114E+01    0.166975E-12
    0.241785E-03    0.158018E+01    0.603733E-03    0.158114E+01    0.106186E+01    0.158114E+01    0.217672E-13
    0.193428E-03    0.158037E+01    0.483103E-03    0.158114E+01    0.106186E+01    0.158114E+01    0.219076E-13
    0.154743E-03    0.158053E+01    0.386557E-03    0.158114E+01    0.106186E+01    0.158114E+01    0.294348E-12
    0.123794E-03    0.158065E+01    0.309294E-03    0.158114E+01    0.106186E+01    0.158114E+01    0.273143E-12
    0.990352E-04    0.158075E+01    0.247465E-03    0.158114E+01    0.106186E+01    0.158114E+01    0.648802E-12
    0.792282E-04    0.158083E+01    0.197992E-03    0.158114E+01    0.106186E+01    0.158114E+01    0.205735E-12
    0.633825E-04    0.158089E+01    0.158406E-03    0.158114E+01    0.106186E+01    0.158114E+01    0.575075E-12
    0.507060E-04    0.158094E+01    0.126733E-03    0.158114E+01    0.106186E+01    0.158114E+01    0.212054E-13
    0.405648E-04    0.158098E+01    0.101391E-03    0.158114E+01    0.106186E+01    0.158114E+01    0.123300E-11
    0.324519E-04    0.158101E+01    0.811165E-04    0.158114E+01    0.106186E+01    0.158114E+01    0.944414E-12
    0.259615E-04    0.158104E+01    0.648953E-04    0.158114E+01    0.106186E+01    0.158114E+01    0.275179E-11
    0.207692E-04    0.158106E+01    0.519176E-04    0.158114E+01    0.106186E+01    0.158114E+01    0.173758E-11
    0.166153E-04    0.158107E+01    0.415349E-04    0.158114E+01    0.106186E+01    0.158114E+01    0.150250E-11
    0.132923E-04    0.158109E+01    0.332285E-04    0.158114E+01    0.106186E+01    0.158114E+01    0.255898E-11
    0.106338E-04    0.158110E+01    0.265831E-04    0.158114E+01    0.106186E+01    0.158114E+01    0.409981E-11
    0.850706E-05    0.158111E+01    0.212667E-04    0.158114E+01    0.106186E+01    0.158114E+01    0.525459E-11
    0.680565E-05    0.158111E+01    0.170135E-04    0.158114E+01    0.106186E+01    0.158114E+01    0.437506E-11
    0.544452E-05    0.158112E+01    0.136109E-04    0.158114E+01    0.106186E+01    0.158114E+01    0.422283E-11
    0.435561E-05    0.158112E+01    0.108888E-04    0.158114E+01    0.106186E+01    0.158114E+01    0.156599E-10
    0.348449E-05    0.158113E+01    0.871108E-05    0.158114E+01    0.106186E+01    0.158114E+01    0.143165E-10
    0.278759E-05    0.158113E+01    0.696888E-05    0.158114E+01    0.106186E+01    0.158114E+01    0.424081E-11
    0.223007E-05    0.158113E+01    0.557513E-05    0.158114E+01    0.106186E+01    0.158114E+01    0.252317E-10
    0.178406E-05    0.158113E+01    0.446011E-05    0.158114E+01    0.106186E+01    0.158114E+01    0.134243E-10
    0.142725E-05    0.158113E+01    0.356808E-05    0.158114E+01    0.106186E+01    0.158114E+01    0.347432E-10
    0.114180E-05    0.158113E+01    0.285449E-05    0.158114E+01    0.106186E+01    0.158114E+01    0.329030E-10
    0.913439E-06    0.158114E+01    0.228358E-05    0.158114E+01    0.106186E+01    0.158114E+01    0.362808E-10
    0.730751E-06    0.158114E+01    0.182689E-05    0.158114E+01    0.106186E+01    0.158114E+01    0.501987E-10
